id,name,longitude,latitude,adname,中类,小类
B00140JAXA,广州市第十六中学东华实验学校,113.2752494154819,23.122339012520687,越秀区,学校,中学
B001402034,广州市聚德中学,113.32425957580912,23.08746893490889,海珠区,学校,中学
B00140BVEJ,海珠中学,113.33375800337537,23.091296326342302,海珠区,学校,中学
B00140J91J,广州市景中实验中学,113.32386185294811,23.095440356731444,海珠区,学校,中学
B00140AR9I,广州市南武中学,113.26314054286048,23.09944437234317,海珠区,学校,中学
B00140W5T4,广州市新穗学校,113.33495460290352,23.09161996511843,海珠区,学校,中学
B0FFHK548W,广州市海珠实验中学(东校区)(装修中),113.32645788895655,23.089947692865582,海珠区,学校,中学
B0FFL8JQTZ,广州市五中附属初级中学,113.26296766064804,23.084897580417017,海珠区,学校,中学
B0FFGOEQBF,特勤二中,113.26039408386625,23.093126781954325,海珠区,学校,中学
B0FFF08W70,广州市五中东晓学校,113.29140072202998,23.07286606329284,海珠区,学校,中学
B0JBOZL2OW,华实学校初中部,113.41623171866956,23.13215046851977,天河区,学校,中学
B00140UDGZ,东泰学校,113.40216429299032,23.11913987545028,天河区,学校,中学
B00140U4SW,骏景中学,113.3776898855444,23.126131013116844,天河区,学校,中学
B0FFHTSUAS,天河同仁实验中学,113.38455142002256,23.12957914590905,天河区,学校,中学
B0G1F5NHD2,广州市奥林匹克中学(黄村西路校区),113.39895586188292,23.12589157961537,天河区,学校,中学
B0FFG5BFUP,华南师范大学附属天河实验学校,113.39158581463704,23.122079583525714,天河区,学校,中学
B00140BHJF,广州市泰安中学,113.38494405982878,23.132220882159057,天河区,学校,中学
B00141I594,广州市天河同仁实验学校,113.38023784966354,23.12940681206974,天河区,学校,中学
B0FFLCU0RL,特勤大队一中,113.26455176127575,23.13790465387824,越秀区,学校,中学
B00140C14R,广州市第十七中学,113.2683680754829,23.139118071994204,越秀区,学校,中学
B00140W7K0,广州大学附属中学(黄华路校区),113.27402987339288,23.13777310812312,越秀区,学校,中学
B001403453,广州市执信中学(执信路校区),113.28821483253886,23.13501513838841,越秀区,学校,中学
