小区,小区地址,PRI,FAR,GRE,CAR,PRO,AGE_medium,AGE_new,AGE_old,latitude,longitude
江南乐居苑,海珠-宝岗-龙田西街1-55号,29622,2.5,0.3,1,0.55,False,False,True,23.10171600955703,113.26740298323213
佳兆业君汇上品,海珠-前进路-江南大道中81-83号,60937,2.5,0.3,1,2.8,False,True,False,23.092194510047534,113.33864103557472
恒鑫御雅庭,海珠-赤岗-江海大道中,48500,3.0,0.4,1,1.96,False,True,False,23.099813675666372,113.3315041779614
保利海棠花园,海珠-江燕路-江燕北路9号,50577,2.11,0.3,1,1.6,False,True,False,23.08185239286429,113.28065550475536
明都华庭,海珠-南洲-南洲北路,33652,2.5,0.3,1,1.4,True,False,False,23.07051806749397,113.3163083521291
昌盛小区,海珠-宝岗-昌盛大街27-63号,32313,2.41,0.2,1,0.9,False,False,True,23.102724714973203,113.266974491504
会展西岸,海珠-琶洲-磨碟沙大街,68598,2.86,0.38,0,0.9,False,True,False,23.104080363758758,113.34692089711857
和辉花园,海珠-南洲-和辉街43号,27496,2.17,0.32,1,1.0,False,False,True,23.07809425701669,113.31184530086534
星御翠园,海珠-广州大道南-凤康路135-167号,32000,3.5,0.3,1,2.18,False,True,False,23.086899423330152,113.30660431703022
兰亭熙园,海珠-昌岗-昌岗中路164号,53885,2.0,0.3,1,2.2,False,True,False,23.09268535309256,113.27921498204003
乐涛苑,海珠-上渡路-下渡路12号,49552,3.16,0.4,1,1.8,True,False,False,23.10259058701304,113.31481743447468
保利百合花园二期,海珠-江燕路-凤岗路7号,36982,2.85,0.35,1,1.8,False,True,False,23.07872005239771,113.28336003315336
东翠花园,海珠-滨江东-东翠南街2-30号,43213,1.3,0.3,1,1.5,True,False,False,23.082964311926386,113.3249114239953
沙园广重社区,海珠-沙园-沙园路,30225,2.29,0.25,1,0.66,True,False,False,23.082964311926386,113.3249114239953
星品,海珠-琶洲-磨碟沙大街,79765,1.48,0.42,1,2.8,False,True,False,23.104080363758758,113.34692089711857
丽海雅居,海珠-滨江中-滨江中路东沙街28-38号,60499,2.5,0.26,1,2.8,False,True,False,23.115058174081476,113.2884633965844
天海庭,海珠-江燕路-天海街21-1号,33622,2.19,0.35,1,1.1,True,False,False,23.08355343076929,113.28598901405799
翠屏瀚宇贵都,海珠-宝岗-南田路,49809,2.5,0.2,1,1.8,False,True,False,23.101033978081375,113.273199569025
米兰苑,海珠-广州塔-广州大道南,44797,2.08,0.3,1,0.5,False,False,True,23.200875891766685,113.33302267359498
丽园雅庭,海珠-赤岗-新港中路417号,54494,2.55,0.3,1,1.8,False,True,False,23.102149725569927,113.33113263880261
星辉豪庭,海珠-昌岗-江南大道南368-15号,32048,2.5,0.28,1,2.8,False,True,False,23.095850690342825,113.27958562289332
亿海湾,海珠-宝岗-南华中路297-319号,43800,9.2,0.31,1,2.0,True,False,False,23.113885531374297,113.26685941856823
瑞宝花园,海珠-东晓南-东晓南路1510-1526号,31152,1.65,0.2,1,0.7,False,False,True,23.074998733341683,113.30248199304629
七所社区,海珠-客村-新港中路375号,48357,1.5,0.2,1,0.9,False,False,True,23.082964311926386,113.3249114239953
泓景花园(B区),海珠-广州塔-艺泓路23号,82027,4.33,0.3,1,1.8,False,True,False,23.08898129664783,113.32353998097368
翠园小区,海珠-广州塔-翠微街10号,62727,1.5,0.34,1,1.5,True,False,False,23.106985741821067,113.32358462675751
柏蕙花园,海珠-新港西-新港西路62号,52386,4.3,0.4,1,1.8,True,False,False,23.08898129664783,113.32353998097368
茶厂宿舍,海珠-滨江东-东晓路375-381号,31175,1.5,0.15,1,1.0,False,False,True,23.082964311926386,113.3249114239953
雅致花园,海珠-工业大道南-工业大道373号,31666,2.6,0.3,1,1.3,False,False,True,23.098786831195905,113.26776122746939
电器研究所大院,海珠-新港西-新港西路206号,52674,2.1,0.5,1,0.5,False,True,False,23.08898129664783,113.32353998097368
加怡花园,海珠-东晓南-侨港路,36166,3.5,0.21,1,1.2,False,True,False,23.076263067557814,113.3023489540003
元邦明月园,海珠-赤岗-赤岗东路231号,50137,5.31,0.37,1,1.96,False,True,False,23.097746432525543,113.33657843629395
好信广场,海珠-南洲-好信街8号,35380,1.8,0.35,1,1.3,True,False,False,23.076196405834434,113.30876321466164
远安小区,海珠-滨江中-远安新街,33081,1.8,0.15,1,0.5,False,False,True,23.082964311926386,113.3249114239953
江畔华庭,海珠-滨江东-滨江东路,60881,2.82,0.3,1,1.8,True,False,False,23.082964311926386,113.3249114239953
丽水庭园,海珠-广州塔-江丽路89号,72129,3.9,0.48,1,1.9,True,False,False,23.08898129664783,113.32353998097368
嘉仕花园西区,海珠-滨江东-嘉韵街3号,45000,3.83,0.33,1,2.05,True,False,False,23.082964311926386,113.3249114239953
昌岗东路小区,海珠-昌岗-昌岗东路278-284号,23600,1.2,0.2,1,0.5,False,False,True,23.099353690880466,113.28911601553719
晓港中电信宿舍,海珠-晓港-晓港中马路71号,16666,2.2,0.13,1,0.9,True,False,False,23.082964311926386,113.3249114239953
和平家园,海珠-广州大道南-广州大道南,56923,4.92,0.4,1,1.2,False,True,False,23.08898129664783,113.32353998097368
中顺领御公馆,海珠-工业大道北-南永翠路,40536,4.6,0.31,1,2.5,False,True,False,23.08898129664783,113.32353998097368
南洲北路公安宿舍,海珠-南洲-南洲北路700号,28714,2.8,0.28,1,0.55,False,False,True,23.077725793569005,113.30827067375067
南洲花苑C区,海珠-南洲-南洲北路,31740,2.7,0.32,1,0.6,False,False,True,23.07051806749397,113.3163083521291
赤岗大塘公安宿舍,海珠-赤岗-新安街11号,34946,1.5,0.2,1,0.5,False,False,True,23.090673599832375,113.3413238249794
天立俊园,海珠-滨江东-滨江东路1008号,43598,2.5,0.3,1,2.0,False,False,True,23.082964311926386,113.3249114239953
官洲南苑,海珠-琶洲-仁义街1号,28787,3.0,0.41,1,0.8,False,True,False,23.083037619464143,113.38665941761143
鹅潭明珠苑,海珠-工业大道北-新民八街39号,46400,2.25,0.45,1,1.5,True,False,False,23.09865544173436,113.25825580771871
华保花园,海珠-赤岗-石榴岗路14号,30000,2.5,0.35,1,0.6,False,False,True,23.09491024724235,113.33980748527905
南园居,海珠-琶洲-新港东路368号,47988,1.2,0.3,1,0.6,True,False,False,23.102662969590774,113.37696571302591
丽林景苑,海珠-南洲-南洲北路,37078,2.3,0.3,1,0.8,False,True,False,23.07051806749397,113.3163083521291
毛纺小区,海珠-赤岗-新港中路452号之二,34321,2.3,0.3,0,0.6,False,False,True,23.100709872704073,113.33528775093765
广发新村,海珠-赤岗-新港中路489号,34386,3.38,0.3,1,0.8,False,False,True,23.10180360052721,113.33547882051955
凤阳小区,海珠-江燕路-凤阳街5-49号,29330,2.0,0.35,1,0.5,False,False,True,23.089227721667125,113.29230949162411
宝岗大厦,海珠-宝岗-宝岗路251号,28000,8.8,0.13,1,0.8,False,False,True,23.105308106069838,113.27034286767366
昌岗东电信大厦,海珠-晓港-昌岗东路282-292号,37500,2.0,0.35,1,1.5,False,False,True,23.082964311926386,113.3249114239953
云玉大厦,海珠-滨江西-南华东路451-453号,20833,1.5,0.22,0,0.9,False,True,False,23.082964311926386,113.3249114239953
祈乐苑(海珠),海珠-新港西-怡乐路70号,41066,4.67,0.3,1,1.5,False,False,True,23.082964311926386,113.3249114239953
利安花园,海珠-广州塔-利安二街2号,48000,3.97,0.15,1,0.5,False,False,True,23.08898129664783,113.32353998097368
江湾花苑,海珠-滨江东-江湾路156号,37190,1.0,0.2,1,0.7,False,False,True,23.08898129664783,113.32353998097368
碧雅苑,海珠-中大-兴隆新街64-66号,21380,1.49,0.2,0,1.2,False,False,True,23.092852155624026,113.29892795150067
晓港雅筑,海珠-晓港-昌岗东路270号,36800,3.8,0.21,1,0.9,False,True,False,23.082964311926386,113.3249114239953
怡乐花园,海珠-滨江东-怡乐路,40000,3.63,0.3,1,1.6,False,True,False,23.082964311926386,113.3249114239953
滨江东体委大院,海珠-滨江东-滨江东路549号,39398,2.59,0.4,0,0.8,False,False,True,23.082964311926386,113.3249114239953
工业大道北路小区,海珠-工业大道北-工业大道北路,27400,2.9,0.25,1,0.75,False,False,True,23.08898129664783,113.32353998097368
珠影小区,海珠-赤岗-新港中路354号,40722,3.25,0.25,1,0.9,False,False,True,23.10107528068417,113.3272072233864
南华花园,海珠-中大-凤景西路38号,25000,2.9,0.35,1,1.2,False,False,True,23.093125747298398,113.29502210477169
瑞康大厦,海珠-新港西-瑞康路95-111号单号,20000,2.83,0.11,1,0.9,False,False,True,23.10617667662162,113.30174196896742
晓南花园,海珠-东晓南-晓南二街12号,28079,1.5,0.15,1,0.4,False,False,True,23.08898129664783,113.32353998097368
金星花园,海珠-赤岗-海崖街1-19号,32974,2.25,0.1,1,0.4,False,False,True,23.0941972646009,113.34329928862573
赤岗一街小区,"海珠-赤岗-赤岗一街2,4号",32643,2.5,0.35,0,0.9,False,False,True,23.097060391560408,113.33583086644879
索丽苑,海珠-赤岗-聚德南路48号,32567,2.6,0.25,1,1.2,False,False,True,23.0873685104917,113.33502005589575
穗发花园,海珠-新港西-新港西路142号,33500,3.12,0.35,1,0.55,False,False,True,23.08898129664783,113.32353998097368
蓝色快线,海珠-江南大道中-益丰北街7-9号,41336,7.18,0.2,1,1.5,True,False,False,23.113186943169985,113.27719577091538
东华星域,海珠-江南大道中-江南大道中79号,57928,5.79,0.3,1,2.5,False,True,False,23.092194510047534,113.33864103557472
保利丰花园,海珠-工业大道北-洪德路185-191号,35000,2.5,0.2,1,1.6,True,False,False,23.098786831195905,113.26776122746939
岭南小区,海珠-广州大道南-敦和路110号,30769,2.61,0.3,0,1.8,False,False,True,23.092317594970638,113.32598175501009
滨江西路小区,海珠-滨江东-滨江西路242号,24800,1.0,0.25,1,1.0,False,False,True,23.082964311926386,113.3249114239953
榕苑(海珠),海珠-工业大道南-工业大道中404号,28800,2.0,0.14,0,0.9,False,False,True,23.08898129664783,113.32353998097368
海景阁,海珠-滨江东-怡海路28号,38855,1.5,0.11,0,1.2,True,False,False,23.082964311926386,113.3249114239953
基建新村,海珠-昌岗-工业大道中,22664,2.0,0.14,1,0.4,False,False,True,23.08898129664783,113.32353998097368
华乐苑,海珠-新港西-新港西路235-3号,40568,2.76,0.1,0,0.55,False,False,True,23.08898129664783,113.32353998097368
翠丽苑,海珠-赤岗-石榴岗路10号,35367,2.76,0.2,0,0.5,False,False,True,23.099813675666372,113.3315041779614
宝岗华庭,海珠-宝岗-莲花南街2号,43000,4.62,0.3,1,1.8,False,True,False,23.10813442976187,113.2667823439555
远安社区,海珠-滨江东-远安路7号,30165,1.2,0.3,0,0.5,False,True,False,23.082964311926386,113.3249114239953
怡龙苑,海珠-宝岗-宝岗大道中165号,28079,3.67,0.2,1,0.4,False,False,True,23.101150905134865,113.27235731777913
仲恺农学院教工宿舍,海珠-滨江东-东沙街27号,50248,1.9,0.12,1,0.5,False,False,True,23.082964311926386,113.3249114239953
海洋雅苑,海珠-新港西-新港西路155号,34359,3.04,0.38,1,0.5,False,True,False,23.08898129664783,113.32353998097368
阳光名苑,海珠-工业大道北-工业大道北175号,34200,2.8,0.15,1,1.5,False,True,False,23.091511183032672,113.26994698443555
汇美南苑,海珠-广州塔-汇美街,52238,2.61,0.35,1,1.2,False,False,True,23.08898129664783,113.32353998097368
兰亭颖园,海珠-前进路-前进北街,47000,2.3,0.4,1,1.2,False,False,True,23.110798486613255,113.27859443259395
泓景花园A区,海珠-赤岗-艺泓路16号,70675,4.33,0.3,1,1.6,False,True,False,23.103951389493034,113.3346480675842
赤岗三街小区,"海珠-赤岗-赤岗三街1,3号",27587,1.84,0.32,0,0.9,False,False,True,23.099813675666372,113.3315041779614
桥东街小区,海珠-前进路-桥东街,21000,1.2,0.15,1,0.65,False,False,True,23.08898129664783,113.32353998097368
润南花园,海珠-江南大道中-南泰路654号,31000,3.9,0.25,1,0.8,False,False,True,23.092194510047534,113.33864103557472
赤岗二街1号大院,海珠-赤岗-赤岗二街1号,31000,2.3,0.15,0,0.5,False,False,True,23.09631043794021,113.33479538968778
珠江大家庭花园,海珠-琶洲-庭园路91-111号,53601,1.1,0.3,1,1.8,True,False,False,23.102401527855232,113.37537202922118
金昌大厦,海珠-昌岗-昌岗中路187号,34736,2.8,0.1,1,1.1,False,False,True,23.094542827711177,113.27984172979414
锦骏华庭,海珠-滨江东-滨江东路788号,54750,1.12,0.15,1,1.8,True,False,False,23.082964311926386,113.3249114239953
尚领时代,海珠-东晓南-东晓南路,34052,3.35,0.3,1,1.5,False,True,False,23.08898129664783,113.32353998097368
广船沙园五一新村,海珠-工业大道北-工业大道北123号,36997,2.0,0.18,1,0.5,False,False,True,23.098786831195905,113.26776122746939
福景居,海珠-赤岗-赤岗路150-200号,28417,0.91,0.35,1,0.5,False,False,True,23.094086564539978,113.3330334532611
德盛苑,海珠-赤岗-敦和路298号,35903,2.8,0.15,1,0.8,True,False,False,23.092257506936672,113.32655442477251
中海联同福睿府,海珠-宝岗-同福东路608号,51818,6.07,0.3,1,2.8,False,True,False,23.11257427321943,113.27352825901099
滨江花园,海珠-滨江东-东晓路70-82号,36585,1.77,0.2,1,0.6,False,False,True,23.082964311926386,113.3249114239953
赤岗苑,海珠-赤岗-靖晖街1-9号,25028,2.3,0.35,0,0.5,False,False,True,23.09504621132606,113.3379897640802
万丰花园,海珠-前进路-前进路52号,38000,8.3,0.35,1,1.2,False,False,True,23.10800280025102,113.2814063983309
源海御苑,海珠-工业大道北-风安一街61号,37800,9.43,0.3,1,2.35,False,True,False,23.098786831195905,113.26776122746939
润泰大厦,海珠-东晓南-江泰路51号,27325,5.0,0.1,1,0.7,False,False,True,23.088689159818767,113.28660138892394
福南新街小区,海珠-江燕路-工业大道中,26600,1.38,0.12,1,0.9,False,False,True,23.098786831195905,113.26776122746939
新怡苑,海珠-赤岗-墩和路,36079,2.01,0.2,1,1.5,True,False,False,23.08898129664783,113.32353998097368
江燕花园,海珠-江燕路-江燕路124号,33688,3.33,0.28,1,0.8,False,False,True,23.088051526363895,113.28381736048833
康怡苑,海珠-新港西-新港西路156号,27628,2.26,0.3,1,0.9,False,False,True,23.08898129664783,113.32353998097368
新雅苑,海珠-广州大道南-敦和路312-318号,23200,1.1,0.28,1,1.5,False,False,True,23.091640086269283,113.32684978762411
建怡小区,"海珠-滨江东-建基路70-82双号,怡海路818,820号",29000,2.0,0.2,1,1.3,False,False,True,23.082964311926386,113.3249114239953
紫丹阁,海珠-江南西-紫丹大街52号,40409,3.5,0.3,1,1.5,False,False,True,23.082964311926386,113.3249114239953
影城花园,海珠-客村-新港中路350-5号,38079,6.2,0.2,1,1.8,True,False,False,23.082964311926386,113.3249114239953
椰诚苑,海珠-滨江东-江湾路20-108号,41283,3.5,0.23,1,1.5,False,False,True,23.08898129664783,113.32353998097368
心江南怡和苑,海珠-江南大道中-新滘西路289号,41400,4.87,0.3,1,1.85,False,True,False,23.092194510047534,113.33864103557472
益丰花园,海珠-前进路-江南大道北,28000,2.3,0.25,1,1.5,True,False,False,23.092194510047534,113.33864103557472
经典居,海珠-滨江东-广州大道南228号,34400,1.5,0.3,1,1.5,False,False,True,23.082964311926386,113.3249114239953
金沙花园(海珠),海珠-工业大道北-革新路125号,40933,2.9,0.4,1,1.5,False,False,True,23.09883927059682,113.2605576257567
龙祥大厦,海珠-赤岗-石榴岗路9号,23800,1.97,0.35,1,0.5,False,False,True,23.09586573272432,113.34110230284071
聚雅苑,海珠-滨江东-怡乐路,51282,3.84,0.13,1,1.7,True,False,False,23.082964311926386,113.3249114239953
恒信路阳光公寓,海珠-赤岗-恒信路134号,33000,1.5,0.12,1,1.5,True,False,False,23.09980478347333,113.33840603885339
东兴阁,海珠-赤岗-赤岗路206-212号,30400,2.0,0.1,1,0.9,False,False,True,23.093428595382374,113.33337876189901
广州手表厂宿舍大院,海珠-新港西-大江冲4-12号,30511,1.8,0.18,0,0.5,False,False,True,23.104188728637755,113.31800426310082
海逸半岛,海珠-工业大道北-新民五街48号,22400,2.4,0.31,1,1.63,False,True,False,23.098786831195905,113.26776122746939
君晖苑小区,海珠-赤岗-岗园街89号,28600,3.0,0.2,1,1.2,False,False,True,23.08898129664783,113.32353998097368
鸿荣阁,海珠-江燕路-江燕路,34600,2.4,0.15,1,1.0,True,False,False,23.08520848501288,113.28454130489858
晓阳阁,海珠-东晓南-泰沙路229号,19108,2.58,0.14,0,0.8,False,False,True,23.078278668474454,113.28847944660895
细岗东路小区,海珠-新港西-细岗路细岗东一街6-16号,26800,1.5,0.2,1,0.8,False,False,True,23.082964311926386,113.3249114239953
富华楼(海珠),海珠-滨江东-大江涌25号,29600,2.4,0.2,1,0.6,True,False,False,23.10901004522526,113.30285613729107
海珠花园,海珠-前进路-前进路148号,46400,6.0,0.15,0,2.5,False,True,False,23.10551444610606,113.28762087584688
大展雅苑,海珠-南洲-南洲路,26400,1.9,0.23,1,1.2,False,True,False,23.07051806749397,113.3163083521291
名粤广场,海珠-广州大道南-广州大道南1021号,24200,3.13,0.23,1,1.0,False,False,True,23.08898129664783,113.32353998097368
紫龙大街小区,海珠-江南西-紫龙大街118号,34212,3.5,0.15,1,1.5,False,False,True,23.082964311926386,113.3249114239953
怡乐路省总工会宿舍,海珠-新港西-怡乐路,30800,3.0,0.35,1,0.8,False,False,True,23.082964311926386,113.3249114239953
晓港中马路小区,海珠-昌岗-晓港中马路128号,23200,3.18,0.15,1,1.2,True,False,False,23.098645010519157,113.29034900003569
新港西路158大院,海珠-新港西-新港西路158号,36062,2.3,0.35,1,0.9,False,False,True,23.08898129664783,113.32353998097368
礼岗路小区,海珠-昌岗-礼岗路,30645,1.5,0.15,1,0.9,False,False,True,23.095850690342825,113.27958562289332
金丰大厦(海珠),海珠-赤岗-赤岗路173号之2,38000,8.6,0.1,1,1.9,False,True,False,23.094168924729225,113.33440687255485
金穗东苑,海珠-广州大道南-新敦路52-66号,50500,3.07,0.4,1,2.2,False,True,False,23.091631525967962,113.32534404792877
江景苑,海珠-上渡路-下渡路,35214,1.5,0.3,1,0.75,False,False,True,23.104208423778804,113.31469032424506
基立大厦,海珠-前进路-上坑直街24-26号,28200,3.5,0.19,1,0.6,False,False,True,23.111858892507012,113.27925540578796
翠景苑(海珠),海珠-赤岗-赤岗东路269号,27400,1.0,0.15,0,0.5,False,False,True,23.09601756926424,113.33654789390663
肿瘤医院宿舍,海珠-琶洲-新港东路80号,42800,2.0,0.15,0,0.8,False,False,True,23.103778038575133,113.34653633252987
雅林居,海珠-广州大道南-新敦路46号,26661,2.61,0.3,1,0.45,False,False,True,23.09179795308663,113.32504307066776
信步闲庭(海珠),海珠-赤岗-石榴岗路,48602,2.75,0.2,1,1.8,True,False,False,23.099813675666372,113.3315041779614
新港西远洋宿舍,海珠-新港西-新港西路35号,34000,3.2,0.35,1,1.0,False,False,True,23.08898129664783,113.32353998097368
南园新村,海珠-前进路-南园大街22号,24800,2.5,0.35,1,0.8,False,False,True,23.10484398524342,113.28226796314523
星海明珠,海珠-广州大道南-樱花街48号,47896,2.0,0.4,1,1.7,True,False,False,23.08898129664783,113.32353998097368
南燕苑,海珠-工业大道北-燕子岗路,26600,1.2,0.13,1,0.65,False,False,True,23.083628982079844,113.28543826295
水产厅宿舍,海珠-宝岗-南村路20号,27600,1.5,0.2,0,0.9,False,False,True,23.08898129664783,113.32353998097368
新业海珠干警小区,海珠-工业大道南-新业路20-42号,33600,2.5,0.3,1,0.9,False,False,True,23.071524432952813,113.29177347272648
新港东电力设计院宿舍,海珠-琶洲-新港东路88-90号,54000,2.4,0.39,1,0.5,False,False,True,23.104007150933867,113.3475098262107
江南嘉居,海珠-江南西-马涌直街61号,30214,1.7,0.42,1,0.8,False,False,True,23.082964311926386,113.3249114239953
龙景大厦,海珠-赤岗-聚德路238号,30000,2.0,0.2,0,1.0,True,False,False,23.085866577990252,113.33548510865812
鹭苑公寓,海珠-下渡路-下渡路64-76号,34000,2.5,0.15,1,0.5,True,False,False,23.10247690224185,113.31543672629306
海韵轩,海珠-工业大道北-新民五街51号,35400,2.88,0.25,1,1.5,True,False,False,23.098786831195905,113.26776122746939
富荣新村,海珠-江南西-江泰路,31690,1.0,0.2,0,0.4,False,False,True,23.082964311926386,113.3249114239953
和安大厦,海珠-工业大道南-永翠路30号,35859,2.75,0.1,1,1.8,False,True,False,23.0728571260647,113.29223196785863
丰盈居,海珠-广州大道南-蕙兰路1号,51487,3.97,0.2,1,1.5,True,False,False,23.10874421174001,113.3206054863652
恒洲小苑,海珠-南洲-进贤大街3号,38526,2.5,0.3,1,0.9,False,False,True,23.07111488876433,113.30748699202402
赤岗商住楼,海珠-赤岗-赤岗西路横一街27-33号,24600,2.0,0.14,1,1.0,False,False,True,23.099813675666372,113.3315041779614
雅景苑(海珠),海珠-上渡路-雅乐街11-37号,32000,2.78,0.23,1,0.6,True,False,False,23.105728098701334,113.31613722492949
西华街小区,海珠-宝岗-西华街,29600,2.0,0.15,1,0.5,False,False,True,23.08898129664783,113.32353998097368
新安街城管宿舍,海珠-赤岗-新安街,34000,1.5,0.13,1,0.5,False,False,True,23.099813675666372,113.3315041779614
客村苑,海珠-广州大道南-敦和路140号,24758,3.0,0.2,1,0.4,False,False,True,23.093991405630085,113.32532176995214
珠啤大院,海珠-赤岗-赤岗路97号,34000,2.6,0.32,1,0.8,False,False,True,23.097321262067517,113.3341050419036
细岗东区,海珠-晓港-晓园北路32号,25000,1.5,0.15,1,0.8,False,False,True,23.082964311926386,113.3249114239953
江南雅居(一期),海珠-昌岗-礼岗路,36065,2.98,0.3,1,1.0,False,False,True,23.095850690342825,113.27958562289332
江南骏园,海珠-工业大道北-骏园南街26号,46000,1.5,0.28,1,1.5,False,True,False,23.098786831195905,113.26776122746939
富力尚溢居,海珠-滨江东-怡乐路38号,50000,6.52,0.2,1,1.8,False,True,False,23.082964311926386,113.3249114239953
赤岗二街小区,海珠-赤岗-赤岗二街16号,29241,2.3,0.32,0,0.5,False,False,True,23.09611671585482,113.33566279348794
赤岗社区,海珠-广州塔-艺苑路11-59号,41600,2.5,0.33,1,0.6,False,False,True,23.08898129664783,113.32353998097368
灏景阁,海珠-中大-柏蕙街16号,40374,1.6,0.3,0,0.4,False,False,True,23.104617367376665,113.31554479244586
东方雅苑,海珠-工业大道南-石岗路12号之3-4,15978,2.8,0.25,0,0.5,False,False,True,23.076896767857736,113.28284826850448
同福中路小区,海珠-宝岗-同福中路,40888,4.6,0.13,1,1.0,False,False,True,23.08898129664783,113.32353998097368
南洲路695号-733号,海珠-南洲-南洲路695号-733号,21400,1.2,0.15,1,1.5,False,False,True,23.065956286202454,113.33303965156911
昌岗中路102号大院,海珠-昌岗-昌岗中路102号,30200,1.5,0.3,0,0.9,False,False,True,23.09037897340885,113.27429801700225
凯印大厦,海珠-滨江东-江海路166号,33200,2.5,0.3,0,0.9,True,False,False,23.082964311926386,113.3249114239953
广医二院宿舍,海珠-晓港-昌岗东路250号,28600,2.0,0.2,1,1.0,False,False,True,23.082964311926386,113.3249114239953
纺织路,海珠-江南西-纺织路6号,22645,1.5,0.2,0,0.9,False,False,True,23.082964311926386,113.3249114239953
梅园西路小区,海珠-江南西-梅园西路14号,28000,2.0,0.3,1,1.0,False,False,True,23.082964311926386,113.3249114239953
紫金楼,海珠-江南西-杏园大街,35018,3.33,0.16,1,0.4,False,False,True,23.082964311926386,113.3249114239953
西基东小区,海珠-宝岗-西基东路,25814,2.5,0.3,0,0.9,False,False,True,23.096747703633607,113.27453813406497
文华苑,海珠-东晓南-文华街77号,19866,1.5,0.21,1,0.9,False,False,True,23.08898129664783,113.32353998097368
盈丰华轩,海珠-工业大道南-凤岗路44号,36000,4.8,0.3,1,1.2,False,False,True,23.098786831195905,113.26776122746939
银威花园,海珠-南洲-西滘南大街,22400,2.3,0.15,1,0.6,False,False,True,23.08898129664783,113.32353998097368
晓园北小区,海珠-晓港-晓园北路,31400,1.5,0.12,0,0.9,False,False,True,23.082964311926386,113.3249114239953
荣校大院,海珠-新港西-新港西路114号,38400,2.0,0.2,1,0.9,False,False,True,23.08898129664783,113.32353998097368
新滘医院宿舍,海珠-广州大道南-敦和路217-251号,26400,4.0,0.2,1,0.6,False,False,True,23.09349691063409,113.32757157610114
万翠苑,海珠-南洲-侨港路,29400,3.4,0.4,1,0.55,False,False,True,23.07051806749397,113.3163083521291
银珠苑(海珠),海珠-滨江东-海联路10号,33106,3.52,0.3,1,1.8,False,False,True,23.082964311926386,113.3249114239953
时代廊桥(海珠),海珠-南洲-南洲路66号,45000,3.4,0.33,1,1.8,True,False,False,23.06806591856823,113.31688865748835
一方雅居,海珠-晓港-细岗路32号,37600,1.58,0.3,0,0.9,True,False,False,23.082964311926386,113.3249114239953
宜利苑,海珠-滨江东-滨江东路501号,32000,3.3,0.22,1,1.5,False,False,True,23.082964311926386,113.3249114239953
杏林小区,"海珠-江南西-杏林大街1-6,9-10,15-19号",39200,1.5,0.14,1,0.5,False,False,True,23.08898129664783,113.32353998097368
侨雅苑(海珠),海珠-新港西-侨雅新街18号,32000,2.3,0.3,1,0.7,False,False,True,23.082964311926386,113.3249114239953
侨诚花园宝通街小区,海珠-东晓南-宝通街,27000,2.08,0.2,1,0.55,False,False,True,23.076263067557814,113.3023489540003
侨惠花园,海珠-广州大道南-广州大道南891-907号,28000,3.5,0.3,1,0.4,False,False,True,23.08898129664783,113.32353998097368
细岗路小区,海珠-昌岗-细岗东四街,28466,1.5,0.1,1,0.8,False,False,True,23.095850690342825,113.27958562289332
南贤小区,海珠-广州大道南-南贤大街49-59号,40761,2.4,0.1,0,0.3,False,False,True,23.105417467159988,113.31974562833135
蟠龙花园,海珠-前进路-万寿北街58-76号,24307,1.5,0.26,1,0.5,False,False,True,23.10953398243647,113.28446243367485
金汇花苑,海珠-前进路-基立道1号,33200,1.68,0.31,1,0.7,False,False,True,23.111432022193068,113.2808219607663
会展领域,海珠-琶洲-新港东路7号,44600,1.59,0.42,1,1.9,False,True,False,23.104707698783923,113.35068192262649
明晖苑,海珠-广州大道南-敦和路78号,31000,3.33,0.1,1,0.7,False,False,True,23.0966604833085,113.31999167421044
民泰阁,海珠-江南大道中-南泰路643-647号,29200,3.71,0.2,1,0.4,False,False,True,23.092194510047534,113.33864103557472
聚宝阁,海珠-赤岗-赤岗东路302-312号,26400,2.4,0.3,0,0.6,False,False,True,23.09431369902491,113.33614024286632
江南明源楼,海珠-昌岗-礼岗路8号,30200,2.5,0.3,1,1.5,True,False,False,23.09280960108673,113.28324738564245
嘉汇华庭,海珠-前进路-前进路63号,40200,4.8,0.2,1,1.55,True,False,False,23.107675221697235,113.28261785314126
世港花园,海珠-琶洲-新港东路192-198号,67460,2.2,0.4,1,2.5,True,False,False,23.103783606417334,113.35464443806025
前进路26-36号,海珠-前进路-前进路26-36号,28600,1.2,0.2,1,0.6,False,True,False,23.109784939733782,113.27848960034096
南田路小区,海珠-宝岗-南田路,28600,1.0,0.18,1,0.5,False,False,True,23.101033978081375,113.273199569025
海联阁,海珠-东晓南-海联路47-59号,27200,2.0,0.16,0,0.9,False,False,True,23.10693783459526,113.2968714014092
嘉丽苑,海珠-江南西-紫丹大街53号,29000,3.73,0.38,0,0.5,False,False,True,23.082964311926386,113.3249114239953
广州烟卷一厂宿舍区,海珠-赤岗-赤岗路89号,30722,1.2,0.2,1,0.5,False,False,True,23.098326593536942,113.33417564871665
广州大道南交警宿舍,海珠-广州大道南-广州大道南856号,32000,1.5,0.2,1,1.0,False,False,True,23.08898129664783,113.32353998097368
江南雅居(二期),海珠-昌岗-礼岗路6号,39193,3.0,0.43,1,1.0,False,False,True,23.092352916416367,113.28273714811294
惠侨苑,海珠-东晓南-英华街109号,24800,3.6,0.3,0,1.6,True,False,False,23.077131578652608,113.30055135484488
